case,kind,size,MQ,EQ
3state1ap0acc_007302,recurrent,21,717,25
3state1ap0acc_007302_c,recurrent,15,638,19
3state1ap0acc_007304,recurrent,12,119,6
3state1ap0acc_007304_c,recurrent,11,301,12
3state1ap0acc_007308,recurrent,33,488,21
3state1ap0acc_007308_c,recurrent,17,287,9
3state1ap0acc_007316,recurrent,13,188,9
3state1ap0acc_007316_c,recurrent,13,138,5
3state1ap0acc_007320,recurrent,15,193,10
2state1ap2acc_parity_0176724042_c,periodic,17,134,7
2state1ap2acc_parity_0177009408,periodic,22,248,11
2state1ap2acc_parity_0177009408_c,periodic,15,121,7
2state1ap2acc_parity_0222330926,periodic,8,71,5
3state1ap0acc_007320_c,recurrent,11,131,5
3state1ap0acc_007324,recurrent,20,274,12
3state1ap0acc_007324_c,recurrent,15,265,10
3state1ap0acc_007332,recurrent,20,435,20
3state1ap0acc_007332_c,recurrent,15,875,22
3state1ap0acc_007336,recurrent,12,184,9
3state1ap0acc_007336_c,recurrent,11,195,9
3state1ap0acc_007348,recurrent,16,251,11
3state1ap0acc_007348_c,recurrent,13,180,6
3state1ap0acc_007430,recurrent,-1,-1,-1
3state1ap0acc_007430_c,recurrent,-1,-1,-1
3state1ap0acc_007432,recurrent,17,320,15
3state1ap0acc_007432_c,recurrent,13,151,7
3state1ap0acc_007433,recurrent,14,267,9
3state1ap0acc_007433_c,recurrent,13,194,7
3state1ap0acc_007434,recurrent,17,262,12
3state1ap0acc_007434_c,recurrent,13,277,12
3state1ap0acc_007436,recurrent,17,449,16
3state1ap0acc_007436_c,recurrent,13,194,7
3state1ap0acc_007437,recurrent,17,270,11
3state1ap0acc_007437_c,recurrent,13,186,7
3state1ap0acc_007438,recurrent,20,280,12
3state1ap0acc_007438_c,recurrent,15,241,9
3state1ap0acc_007448,recurrent,17,255,12
3state1ap0acc_007448_c,recurrent,13,176,6
3state1ap0acc_007450,recurrent,17,282,13
3state1ap0acc_007450_c,recurrent,13,173,6
3state1ap0acc_007452,recurrent,17,220,10
3state1ap0acc_007452_c,recurrent,13,370,12
3state1ap0acc_007454,recurrent,17,267,12
3state1ap0acc_007454_c,recurrent,13,173,6
3state1ap0acc_007462,recurrent,22,330,13
3state1ap0acc_007462_c,recurrent,17,264,9
3state1ap0acc_007468,recurrent,16,285,12
3state1ap0acc_007468_c,recurrent,13,153,6
3state1ap0acc_007470,recurrent,17,250,11
3state1ap0acc_007470_c,recurrent,13,138,5
3state1ap0acc_007560,recurrent,17,338,15
3state1ap0acc_007560_c,recurrent,15,213,7
3state1ap0acc_007562,recurrent,22,462,20
2state1ap2acc_parity_0222330926_c,periodic,11,108,6
2state1ap2acc_parity_0243306009,periodic,10,87,5
2state1ap2acc_parity_0243306009_c,periodic,12,118,6
2state1ap2acc_parity_0270436363,periodic,16,159,9
3state1ap0acc_007562_c,recurrent,15,214,7
3state1ap0acc_007684,recurrent,20,287,14
3state1ap0acc_007684_c,recurrent,15,151,5
3state1ap0acc_007686,recurrent,24,482,20
3state1ap0acc_007686_c,recurrent,17,310,10
3state1ap0acc_007692,recurrent,20,398,18
3state1ap0acc_007692_c,recurrent,15,246,8
3state1ap0acc_007693,recurrent,17,267,12
3state1ap0acc_007693_c,recurrent,13,517,13
3state1ap0acc_007708,recurrent,19,322,13
3state1ap0acc_007708_c,recurrent,15,245,8
3state1ap0acc_007716,recurrent,20,338,15
3state1ap0acc_007716_c,recurrent,15,260,9
3state1ap0acc_007812,recurrent,14,124,6
3state1ap0acc_007812_c,recurrent,11,98,4
3state1ap0acc_007814,recurrent,15,258,12
3state1ap0acc_007814_c,recurrent,11,126,5
3state1ap0acc_007820,recurrent,14,213,11
3state1ap0acc_007820_c,recurrent,11,125,5
3state1ap0acc_007836,recurrent,18,335,14
3state1ap0acc_007836_c,recurrent,15,248,8
3state1ap0acc_007844,recurrent,14,302,14
3state1ap0acc_007844_c,recurrent,11,232,12
3state1ap0acc_008280,recurrent,13,115,7
3state1ap0acc_008280_c,recurrent,9,230,13
3state1ap0acc_008292,recurrent,12,86,5
3state1ap0acc_008292_c,recurrent,9,60,3
3state1ap0acc_012358,recurrent,10,114,7
3state1ap0acc_012358_c,recurrent,9,111,6
3state1ap0acc_012360,recurrent,10,138,8
3state1ap0acc_012360_c,recurrent,9,137,8
3state1ap0acc_012361,recurrent,9,193,10
3state1ap0acc_012361_c,recurrent,9,122,7
3state1ap0acc_012364,recurrent,10,156,9
3state1ap0acc_012364_c,recurrent,9,110,6
3state1ap0acc_012366,recurrent,13,153,8
3state1ap0acc_012366_c,recurrent,11,118,6
3state1ap0acc_012376,recurrent,12,170,10
3state1ap0acc_012376_c,recurrent,9,294,16
3state1ap0acc_012377,recurrent,13,461,18
2state1ap2acc_parity_0270436363_c,periodic,12,78,6
2state1ap2acc_parity_0270871214,periodic,30,330,12
2state1ap2acc_parity_0270871214_c,periodic,14,113,6
2state1ap2acc_parity_0274311170,periodic,15,121,7
3state1ap0acc_012377_c,recurrent,11,198,9
3state1ap0acc_012388,recurrent,12,99,6
3state1ap0acc_012388_c,recurrent,9,57,3
3state1ap0acc_012550,recurrent,10,134,7
3state1ap0acc_012550_c,recurrent,9,110,6
3state1ap0acc_012552,recurrent,9,96,5
3state1ap0acc_012553,recurrent,10,126,7
3state1ap0acc_012553_c,recurrent,9,86,4
3state1ap0acc_012554,recurrent,12,122,6
3state1ap0acc_012554_c,recurrent,11,110,5
3state1ap0acc_012556,recurrent,9,122,7
3state1ap0acc_012556_c,recurrent,9,86,4
3state1ap0acc_012568,recurrent,11,140,8
3state1ap0acc_012568_c,recurrent,9,98,5
3state1ap0acc_012569,recurrent,12,145,7
3state1ap0acc_012569_c,recurrent,11,112,5
3state1ap0acc_012580,recurrent,11,112,6
3state1ap0acc_012580_c,recurrent,9,82,4
3state1ap0acc_012582,recurrent,12,116,5
3state1ap0acc_012582_c,recurrent,11,124,5
3state1ap0acc_012584,recurrent,17,173,8
3state1ap0acc_012584_c,recurrent,13,107,4
3state1ap0acc_012586,recurrent,14,153,6
3state1ap0acc_012586_c,recurrent,13,107,4
3state1ap0acc_012614,recurrent,12,189,9
3state1ap0acc_012614_c,recurrent,11,127,6
3state1ap0acc_012616,recurrent,11,137,7
3state1ap0acc_012616_c,recurrent,11,140,7
3state1ap0acc_012618,recurrent,9,73,4
3state1ap0acc_012620,recurrent,11,139,7
3state1ap0acc_012620_c,recurrent,11,112,5
3state1ap0acc_012622,recurrent,11,154,8
3state1ap0acc_012622_c,recurrent,11,95,4
3state1ap0acc_012628,recurrent,15,206,10
3state1ap0acc_012628_c,recurrent,13,175,6
3state1ap0acc_012632,recurrent,17,256,12
3state1ap0acc_012632_c,recurrent,13,205,8
3state1ap0acc_012636,recurrent,19,399,17
3state1ap0acc_012636_c,recurrent,15,259,9
3state1ap0acc_012644,recurrent,13,184,9
2state1ap2acc_parity_0274311170_c,periodic,14,78,5
2state1ap2acc_parity_0275024128,periodic,19,195,11
2state1ap2acc_parity_0275024128_c,periodic,17,166,9
2state1ap2acc_parity_0276924416,periodic,15,115,6
3state1ap0acc_012644_c,recurrent,11,192,8
3state1ap0acc_012648,recurrent,13,181,9
3state1ap0acc_012648_c,recurrent,11,169,8
3state1ap0acc_012652,recurrent,15,357,15
3state1ap0acc_012652_c,recurrent,13,172,7
3state1ap0acc_012680,recurrent,11,135,8
3state1ap0acc_012680_c,recurrent,9,125,7
3state1ap0acc_012682,recurrent,12,249,11
3state1ap0acc_012682_c,recurrent,11,278,11
3state1ap0acc_012712,recurrent,18,197,8
3state1ap0acc_012712_c,recurrent,15,190,6
3state1ap0acc_012714,recurrent,14,141,5
3state1ap0acc_012714_c,recurrent,13,462,16
3state1ap0acc_012744,recurrent,13,134,7
3state1ap0acc_012744_c,recurrent,11,123,6
3state1ap0acc_013316,recurrent,11,138,8
3state1ap0acc_013316_c,recurrent,9,216,11
3state1ap0acc_013317,recurrent,11,120,6
3state1ap0acc_013317_c,recurrent,11,157,8
3state1ap0acc_013318,recurrent,12,139,8
3state1ap0acc_013318_c,recurrent,9,87,5
3state1ap0acc_013320,recurrent,11,191,11
3state1ap0acc_013320_c,recurrent,9,275,14
3state1ap0acc_013321,recurrent,13,278,14
3state1ap0acc_013321_c,recurrent,9,368,15
3state1ap0acc_013322,recurrent,9,123,7
3state1ap0acc_013322_c,recurrent,9,192,9
3state1ap0acc_013324,recurrent,11,131,8
3state1ap0acc_013324_c,recurrent,9,285,14
3state1ap0acc_013325,recurrent,16,464,18
3state1ap0acc_013325_c,recurrent,13,121,5
3state1ap0acc_013326,recurrent,20,413,18
3state1ap0acc_013326_c,recurrent,15,309,12
3state1ap0acc_013336,recurrent,10,205,11
3state1ap0acc_013336_c,recurrent,9,134,7
3state1ap0acc_013337,recurrent,16,306,15
3state1ap0acc_013337_c,recurrent,11,122,6
3state1ap0acc_013348,recurrent,11,121,7
3state1ap0acc_013348_c,recurrent,9,82,4
3state1ap0acc_013350,recurrent,20,356,16
2state1ap2acc_parity_0276924416_c,periodic,18,149,7
2state1ap2acc_parity_0277520900,periodic,12,83,5
2state1ap2acc_parity_0277848579,periodic,27,276,12
2state1ap2acc_parity_0277848579_c,periodic,13,106,6
1state2ap2acc_parity_06146,periodic,6,56,3
1state2ap2acc_parity_06146_c,periodic,8,87,4
1state2ap2acc_parity_06150,periodic,4,34,2
1state2ap2acc_parity_06150_c,periodic,5,62,3
3state1ap0acc_013350_c,recurrent,15,161,5
3state1ap0acc_013352,recurrent,17,190,9
3state1ap0acc_013352_c,recurrent,13,141,5
3state1ap0acc_013354,recurrent,11,222,10
3state1ap0acc_013354_c,recurrent,11,172,8
3state1ap0acc_013356,recurrent,25,383,16
3state1ap0acc_013356_c,recurrent,17,127,4
3state1ap0acc_013358,recurrent,14,185,10
3state1ap0acc_013358_c,recurrent,11,97,4
3state1ap0acc_013380,recurrent,18,292,13
3state1ap0acc_013380_c,recurrent,15,152,5
3state1ap0acc_013384,recurrent,14,160,8
3state1ap0acc_013384_c,recurrent,13,144,7
3state1ap0acc_013385,recurrent,15,351,14
3state1ap0acc_013385_c,recurrent,13,157,6
3state1ap0acc_013388,recurrent,18,349,15
3state1ap0acc_013388_c,recurrent,15,255,9
3state1ap0acc_013389,recurrent,18,591,22
3state1ap0acc_013389_c,recurrent,15,175,6
3state1ap0acc_013400,recurrent,15,335,14
3state1ap0acc_013400_c,recurrent,13,158,6
3state1ap0acc_013401,recurrent,11,283,14
3state1ap0acc_013401_c,recurrent,11,122,6
3state1ap0acc_013412,recurrent,18,441,17
3state1ap0acc_013412_c,recurrent,15,212,8
3state1ap0acc_013420,recurrent,22,383,16
3state1ap0acc_013420_c,recurrent,17,316,10
3state1ap0acc_013444,recurrent,13,152,9
3state1ap0acc_013444_c,recurrent,9,73,4
3state1ap0acc_013448,recurrent,11,167,10
3state1ap0acc_013448_c,recurrent,9,287,13
3state1ap0acc_013576,recurrent,18,393,14
3state1ap0acc_013576_c,recurrent,15,278,10
3state1ap0acc_013577,recurrent,19,288,12
3state1ap0acc_013577_c,recurrent,15,172,6
3state1ap0acc_013578,recurrent,14,169,7
3state1ap0acc_013578_c,recurrent,13,207,8
3state1ap0acc_013580,recurrent,18,297,14
3state1ap0acc_013580_c,recurrent,15,803,21
3state1ap0acc_013581,recurrent,18,280,12
2state1ap2acc_parity_0279620104,periodic,27,260,12
2state1ap2acc_parity_0279620104_c,periodic,15,99,6
2state1ap2acc_parity_0280437504,periodic,16,169,10
2state1ap2acc_parity_0285476138,periodic,16,111,7
3state1ap0acc_013581_c,recurrent,15,173,6
3state1ap0acc_013582,recurrent,19,345,14
3state1ap0acc_013582_c,recurrent,15,309,12
3state1ap0acc_013592,recurrent,19,359,15
3state1ap0acc_013592_c,recurrent,15,231,8
3state1ap0acc_013604,recurrent,-1,-1,-1
3state1ap0acc_013604_c,recurrent,17,126,4
3state1ap0acc_013606,recurrent,21,425,17
3state1ap0acc_013606_c,recurrent,17,174,5
3state1ap0acc_013612,recurrent,16,253,12
3state1ap0acc_013612_c,recurrent,13,105,4
3state1ap0acc_013614,recurrent,16,265,13
3state1ap0acc_013614_c,recurrent,13,107,4
3state1ap0acc_013640,recurrent,13,148,7
3state1ap0acc_013640_c,recurrent,13,238,11
3state1ap0acc_013641,recurrent,14,204,9
3state1ap0acc_013641_c,recurrent,13,122,5
3state1ap0acc_013644,recurrent,13,213,10
3state1ap0acc_013644_c,recurrent,13,213,9
3state1ap0acc_013645,recurrent,13,222,10
3state1ap0acc_013645_c,recurrent,13,121,5
3state1ap0acc_013668,recurrent,18,1322,28
3state1ap0acc_013668_c,recurrent,15,1326,24
3state1ap0acc_013676,recurrent,15,235,11
3state1ap0acc_013676_c,recurrent,13,265,12
3state1ap0acc_013704,recurrent,18,204,9
3state1ap0acc_013704_c,recurrent,15,204,7
3state1ap0acc_013828,recurrent,12,104,6
3state1ap0acc_013828_c,recurrent,9,109,6
3state1ap0acc_013829,recurrent,14,138,6
3state1ap0acc_013829_c,recurrent,13,1160,21
3state1ap0acc_013844,recurrent,20,270,11
3state1ap0acc_013844_c,recurrent,17,333,11
3state1ap0acc_013845,recurrent,14,200,8
3state1ap0acc_013845_c,recurrent,13,1644,28
3state1ap0acc_013864,recurrent,20,258,12
3state1ap0acc_013864_c,recurrent,15,193,6
3state1ap0acc_013892,recurrent,19,392,17
3state1ap0acc_013892_c,recurrent,15,237,7
3state1ap0acc_013893,recurrent,16,211,6
2state1ap2acc_parity_0285476138_c,periodic,12,76,5
2state1ap2acc_parity_0285507874,periodic,10,56,4
2state1ap2acc_parity_0285507874_c,periodic,10,54,4
2state1ap2acc_parity_0302062762,periodic,8,39,3
3state1ap0acc_013893_c,recurrent,15,963,19
3state1ap0acc_013908,recurrent,21,337,13
3state1ap0acc_013908_c,recurrent,17,248,7
3state1ap0acc_013909,recurrent,16,154,5
3state1ap0acc_013909_c,recurrent,15,333,12
3state1ap0acc_013956,recurrent,20,339,16
3state1ap0acc_013956_c,recurrent,15,232,7
3state1ap0acc_013972,recurrent,18,317,13
3state1ap0acc_013972_c,recurrent,15,235,7
3state1ap0acc_013992,recurrent,20,293,13
3state1ap0acc_013992_c,recurrent,15,193,6
3state1ap0acc_014020,recurrent,16,211,10
3state1ap0acc_014020_c,recurrent,13,122,5
3state1ap0acc_015364,recurrent,11,150,9
3state1ap0acc_015364_c,recurrent,9,130,7
3state1ap0acc_015365,recurrent,16,350,17
3state1ap0acc_015365_c,recurrent,13,742,16
3state1ap0acc_015380,recurrent,16,247,11
3state1ap0acc_015380_c,recurrent,13,193,7
3state1ap0acc_015428,recurrent,-1,-1,-1
3state1ap0acc_015428_c,recurrent,15,434,14
3state1ap0acc_015432,recurrent,20,512,23
3state1ap0acc_015432_c,recurrent,15,190,6
3state1ap0acc_015624,recurrent,30,355,15
3state1ap0acc_015624_c,recurrent,17,206,6
3state1ap0acc_015626,recurrent,22,361,16
3state1ap0acc_015626_c,recurrent,15,248,9
3state1ap0acc_015688,recurrent,14,203,10
3state1ap0acc_015688_c,recurrent,11,123,6
3state1ap0acc_015752,recurrent,25,401,16
3state1ap0acc_015752_c,recurrent,17,209,6
3state1ap0acc_020550,recurrent,13,249,12
3state1ap0acc_020550_c,recurrent,11,209,9
3state1ap0acc_020552,recurrent,12,151,8
3state1ap0acc_020552_c,recurrent,11,162,8
3state1ap0acc_020556,recurrent,13,224,10
3state1ap0acc_020556_c,recurrent,11,396,15
3state1ap0acc_020568,recurrent,13,393,14
3state1ap0acc_020568_c,recurrent,11,408,16
3state1ap0acc_020617,recurrent,13,184,8
2state1ap2acc_parity_0343541932,periodic,14,88,6
2state1ap2acc_parity_0343541932_c,periodic,9,52,4
2state1ap2acc_parity_0344556040,periodic,15,115,6
2state1ap2acc_parity_0344556040_c,periodic,18,149,7
3state1ap0acc_020617_c,recurrent,11,163,7
3state1ap0acc_020620,recurrent,13,153,7
3state1ap0acc_020620_c,recurrent,11,115,5
3state1ap0acc_020633,recurrent,21,539,18
3state1ap0acc_020633_c,recurrent,15,170,6
3state1ap0acc_020636,recurrent,18,424,15
3state1ap0acc_020636_c,recurrent,13,299,11
3state1ap0acc_020644,recurrent,16,309,14
3state1ap0acc_020644_c,recurrent,13,339,14
3state1ap0acc_020652,recurrent,21,762,21
3state1ap0acc_020652_c,recurrent,15,1084,27
3state1ap0acc_020696,recurrent,18,933,24
3state1ap0acc_020696_c,recurrent,15,1747,27
3state1ap0acc_020712,recurrent,17,210,9
3state1ap0acc_020712_c,recurrent,13,255,10
3state1ap0acc_020728,recurrent,25,478,21
3state1ap0acc_020728_c,recurrent,15,229,7
3state1ap0acc_020738,recurrent,12,100,4
3state1ap0acc_020738_c,recurrent,11,98,4
3state1ap0acc_020874,recurrent,12,180,7
3state1ap0acc_020874_c,recurrent,11,170,7
3state1ap0acc_020888,recurrent,17,1131,26
3state1ap0acc_020888_c,recurrent,13,731,22
3state1ap0acc_020890,recurrent,12,420,15
3state1ap0acc_020890_c,recurrent,11,125,5
3state1ap0acc_020896,recurrent,15,132,6
3state1ap0acc_020896_c,recurrent,13,108,4
3state1ap0acc_020898,recurrent,14,224,8
3state1ap0acc_020898_c,recurrent,13,155,6
3state1ap0acc_020904,recurrent,18,216,8
3state1ap0acc_020904_c,recurrent,15,168,6
3state1ap0acc_020912,recurrent,20,630,21
3state1ap0acc_020912_c,recurrent,15,156,5
3state1ap0acc_020914,recurrent,15,210,9
3state1ap0acc_020914_c,recurrent,13,172,6
3state1ap0acc_020920,recurrent,17,253,11
3state1ap0acc_020920_c,recurrent,13,172,6
3state1ap0acc_021009,recurrent,14,192,8
3state1ap0acc_021009_c,recurrent,13,144,5
3state1ap0acc_021025,recurrent,16,176,8
2state1ap2acc_parity_0352460833,periodic,14,89,6
2state1ap2acc_parity_0352460833_c,periodic,9,53,4
2state1ap2acc_parity_0353435695,periodic,12,63,4
2state1ap2acc_parity_0353435695_c,periodic,11,51,3
3state1ap0acc_021025_c,recurrent,13,106,4
3state1ap0acc_021041,recurrent,18,243,10
3state1ap0acc_021041_c,recurrent,15,211,8
3state1ap0acc_021072,recurrent,16,205,8
3state1ap0acc_021072_c,recurrent,15,246,9
3state1ap0acc_021073,recurrent,16,205,8
3state1ap0acc_021073_c,recurrent,15,212,8
3state1ap0acc_021080,recurrent,12,697,19
3state1ap0acc_021080_c,recurrent,11,254,11
3state1ap0acc_021088,recurrent,15,230,9
3state1ap0acc_021088_c,recurrent,13,424,16
3state1ap0acc_021089,recurrent,16,248,11
3state1ap0acc_021089_c,recurrent,13,144,5
3state1ap0acc_021092,recurrent,15,835,21
3state1ap0acc_021092_c,recurrent,13,1009,20
3state1ap0acc_021093,recurrent,14,1061,24
3state1ap0acc_021093_c,recurrent,13,283,11
3state1ap0acc_021096,recurrent,15,187,8
3state1ap0acc_021096_c,recurrent,13,265,11
3state1ap0acc_021104,recurrent,20,395,15
3state1ap0acc_021104_c,recurrent,17,565,19
3state1ap0acc_021105,recurrent,20,398,15
3state1ap0acc_021105_c,recurrent,17,401,16
3state1ap0acc_021108,recurrent,14,761,20
3state1ap0acc_021108_c,recurrent,13,1751,23
3state1ap0acc_021112,recurrent,14,1019,29
3state1ap0acc_021112_c,recurrent,13,479,19
3state1ap0acc_021145,recurrent,14,355,11
3state1ap0acc_021145_c,recurrent,13,327,10
3state1ap0acc_021208,recurrent,23,1003,27
3state1ap0acc_021208_c,recurrent,15,705,21
3state1ap0acc_021224,recurrent,17,267,11
3state1ap0acc_021224_c,recurrent,13,158,6
3state1ap0acc_021542,recurrent,14,195,8
3state1ap0acc_021542_c,recurrent,13,172,7
3state1ap0acc_021657,recurrent,21,1158,25
3state1ap0acc_021657_c,recurrent,15,1107,20
3state1ap0acc_021660,recurrent,20,1947,40
3state1ap0acc_021660_c,recurrent,15,1472,31
3state1ap0acc_021668,recurrent,26,1213,35
2state1ap2acc_parity_0354844676,periodic,20,146,8
2state1ap2acc_parity_0354844676_c,periodic,13,106,6
2state1ap2acc_parity_0357503297,periodic,9,53,4
2state1ap2acc_parity_0357582722,periodic,15,123,6
3state1ap0acc_021668_c,recurrent,17,1345,29
3state1ap0acc_021670,recurrent,25,1650,39
3state1ap0acc_021670_c,recurrent,17,1699,30
3state1ap0acc_021676,recurrent,17,216,8
3state1ap0acc_021676_c,recurrent,15,233,7
3state1ap0acc_021678,recurrent,22,314,13
3state1ap0acc_021678_c,recurrent,15,229,7
3state1ap0acc_021736,recurrent,19,273,12
3state1ap0acc_021736_c,recurrent,15,230,8
3state1ap0acc_021752,recurrent,22,447,19
3state1ap0acc_021752_c,recurrent,15,229,7
3state1ap0acc_021778,recurrent,14,368,15
3state1ap0acc_021778_c,recurrent,13,275,10
3state1ap0acc_021914,recurrent,18,550,19
3state1ap0acc_021914_c,recurrent,13,545,16
3state1ap0acc_021920,recurrent,17,201,8
3state1ap0acc_021920_c,recurrent,15,154,5
3state1ap0acc_021922,recurrent,16,407,13
3state1ap0acc_021922_c,recurrent,15,235,8
3state1ap0acc_021928,recurrent,15,166,7
3state1ap0acc_021928_c,recurrent,13,159,6
3state1ap0acc_021930,recurrent,13,152,6
3state1ap0acc_021930_c,recurrent,13,158,6
3state1ap0acc_021936,recurrent,20,1352,30
3state1ap0acc_021936_c,recurrent,15,197,6
3state1ap0acc_021938,recurrent,17,249,11
3state1ap0acc_021938_c,recurrent,13,172,6
3state1ap0acc_021944,recurrent,19,335,14
3state1ap0acc_021944_c,recurrent,13,172,6
3state1ap0acc_022049,recurrent,18,207,8
3state1ap0acc_022049_c,recurrent,15,157,5
3state1ap0acc_022065,recurrent,19,224,9
3state1ap0acc_022065_c,recurrent,15,157,5
3state1ap0acc_022112,recurrent,18,436,15
3state1ap0acc_022112_c,recurrent,15,191,6
3state1ap0acc_022128,recurrent,19,579,18
3state1ap0acc_022128_c,recurrent,15,188,6
3state1ap0acc_022632,recurrent,12,182,9
3state1ap0acc_022632_c,recurrent,11,180,8
3state1ap0acc_023089,recurrent,16,230,10
2state1ap2acc_parity_0357582722_c,periodic,17,158,7
2state1ap2acc_parity_0360849926,periodic,26,276,12
2state1ap2acc_parity_0360849926_c,periodic,15,127,7
2state1ap2acc_parity_0361080842,periodic,25,202,10
3state1ap0acc_023089_c,recurrent,13,231,9
3state1ap0acc_024642,recurrent,9,112,6
3state1ap0acc_024648,recurrent,10,131,7
3state1ap0acc_024648_c,recurrent,9,129,7
3state1ap0acc_024649,recurrent,9,216,10
3state1ap0acc_024649_c,recurrent,9,72,4
3state1ap0acc_024650,recurrent,11,123,6
3state1ap0acc_024650_c,recurrent,11,123,6
3state1ap0acc_024652,recurrent,10,119,7
3state1ap0acc_024652_c,recurrent,9,114,6
3state1ap0acc_024654,recurrent,13,198,10
3state1ap0acc_024654_c,recurrent,11,157,8
3state1ap0acc_024656,recurrent,11,125,7
3state1ap0acc_024656_c,recurrent,9,98,5
3state1ap0acc_024657,recurrent,11,107,5
